index,gendered,inclusive_form
1176,Die Medienparteien spielten eine Schlüsselrolle bei der Verbreitung der Veranstaltungsinformationen und sorgten für eine umfassende Berichterstattung in verschiedenen Kanälen.,"Die verschiedenen Medienvertreterinnen, Medienvertreter und alle weiteren Personen, die in den Medien tätig sind oder auf verschiedene Weise zur Berichterstattung über die Veranstaltungsinformationen beitragen, haben eine entscheidende Rolle bei der Verbreitung dieser Informationen gespielt. Sie haben sich um eine umfassende Berichterstattung über die Veranstaltung in zahlreichen Kanälen bemüht, wobei sie die Vielfalt der Perspektiven und die unterschiedlichen Geschlechtsidentitäten der Beteiligten respektiert und berücksichtigt haben."
709,Die Gutachter*innen waren sich beim Wert des Hauses nicht einig. ,"Die Personen, die als Gutachterinnen, Gutachter oder in anderen Rollen tätig sind und an der Bewertung des Wertes des Hauses beteiligt waren, waren sich nicht einig über den angesetzten Preis, unabhängig davon, wie sie sich hinsichtlich ihrer Geschlechtsidentität definieren oder welche Geschlechtsidentitäten sie repräsentieren."
158,Eine hohe Arbeitsplatzattraktivität zieht qualifizierte Bewerbende an.,"Eine hohe Arbeitsplatzattraktivität zieht Personen an, die über die erforderlichen Qualifikationen verfügen und sich als Bewerbende identifizieren, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität. Dies schließt Frauen, Männer und Menschen ein, die sich als nicht-binär, genderfluid oder mit anderen Geschlechtsidentitäten identifizieren."
302,Dier Betriebsrät/in vertritt die Interessen der Angestellten im Unternehmen.,"'Die Person, die im Betriebsrat tätig ist und somit die Interessen der Mitarbeitenden im Unternehmen vertritt, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, setzt sich für die Belange aller Angestellten ein und sorgt dafür, dass die verschiedenen Perspektiven und Bedürfnisse der Mitarbeiterinnen, Mitarbeiter und aller anderen Personen, die im Unternehmen arbeiten, gehört und berücksichtigt werden.'"
1142,Dier Monteur*in installierte die neue Klimaanlage.,"Die Person, die als Monteur oder Monteurin tätig ist oder sich auf andere Weise mit der Funktion des Monteurs oder der Monteurin identifiziert, hat die Aufgabe übernommen, die neue Klimaanlage zu installieren. Dies schließt Personen ein, die sich als männlich, weiblich oder nicht-binär identifizieren, sowie jene, die sich keiner spezifischen Geschlechtsidentität zuordnen oder eine Geschlechteridentität haben, die nicht den traditionellen Kategorien entspricht."
1538,Der Säugling schlief friedlich in seinem Bettchen.,"Der Säugling, eine junge Person, die noch nicht das Kleinkindalter erreicht hat, schlief friedlich in seinem oder ihrem oder dem Bettchen, welches für sämtliche Babys und Neugeborene gedacht ist, unabhängig von deren Geschlechtsidentität."
1011,Die Diskussion über die Kanzler/in-Frage spaltete die Meinungen der Bevölkerung und führte zu hitzigen Debatten in den Medien.,"Die Diskussion über die Frage, wer die Rolle des Kanzlers oder der Kanzlerin bzw. der Person, die diese verantwortungsvolle Position innehat, übernehmen sollte, spaltete die Meinungen der Bevölkerung und führte zu hitzigen Debatten in den Medien. Dabei sind alle Geschlechtsidentitäten berücksichtigt, sodass sowohl Menschen, die sich als Männer oder Frauen identifizieren, als auch solche, die sich nicht in diese traditionellen Kategorien einordnen, in die Diskussion einbezogen sind."
26,Gegenüber respektiert man die Meinungen und Bedürfnisse anderer.,"Gegenüber wird ein respektvoller Umgang gepflegt, der die Meinungen und Bedürfnisse aller Menschen berücksichtigt, unabhängig von deren Geschlechtsidentität oder Geschlechtszugehörigkeit. Dies umfasst sowohl Personen, die sich traditionell als Frauen oder Männer identifizieren, als auch diejenigen, die sich als nicht-binär, genderqueer oder in anderer Weise außerhalb der traditionellen Kategorien definieren. Die Wertschätzung für individuelle Perspektiven und die Anerkennung der Vielfalt menschlicher Erfahrungen stehen im Mittelpunkt."
1373,Die PsychologInnen führten eine Studie über menschliches Verhalten durch.,"Die Personen, die in der Berufsbezeichnung als Psychologen oder Psychologinnen gefasst sind, sowie alle weiteren Fachkräfte und interessierten Personen, die sich mit der Psychologie beschäftigen und möglicherweise eine andere Geschlechtsidentität haben, führten eine Studie über menschliches Verhalten durch. Dies umfasst Menschen aller Geschlechteridentitäten, wie beispielsweise nicht-binäre Personen, Genderqueer-Personen und andere individuelle Identitäten, die sich nicht strikt in die herkömmlichen Kategorien von Mann und Frau einordnen lassen."
1960,Als wissenschaftliche:r Referent*in der Stiftung XY verfasst dey Berichte und Analysen zu aktuellen Forschungsthemen.,"'Als wissenschaftliche Referentin, wissenschaftlicher Referent und jede andere Person, die die Rolle eines wissenschaftlichen Referenten oder einer wissenschaftlichen Referentin in der Stiftung XY einnimmt – unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht und ihre Geschlechtsidentität versteht – verfasst diese Person Berichte und Analysen zu aktuellen Forschungsthemen.'"
657,Die alten Griech*innen glaubten an viele Gött*innen.,"Die Menschen im antiken Griechenland, die sich verschiedener Geschlechtsidentitäten, einschließlich, aber nicht beschränkt auf Männer, Frauen und nicht-binäre Personen, zugehörig fühlten, glaubten an viele Gottheiten, die sowohl männlich als auch weiblich oder möglicherweise außerhalb traditioneller Geschlechtskategorien existierten."
572,Dey bekam deren FührerInschein gerade rechtzeitig vor dem Urlaub.,"'Dey hat ihren Führerschein erhalten, was genau zum richtigen Zeitpunkt vor dem geplanten Urlaub geschah. Dieser Führerschein wurde ausgestellt, ohne dabei die Geschlechtsidentität von Dey zu definieren, sodass alle Menschen, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifizieren, die Freude und den Stolz haben können, einen Führerschein zu besitzen.'"
603,... Liebe Freund*innen und Förder*innen unseres Vereins!,"""Liebe Freundinnen, Freunde, und alle weiteren Personen, die sich unserem Verein verbunden fühlen und möglicherweise unterschiedliche Geschlechtsidentitäten haben, sowie all jene, die uns in unseren Aktivitäten unterstützen und fördern, heißen wir Sie herzlich willkommen!"""
623,Die Funktionär:innen trafen sich zur jährlichen Hauptversammlung.,"Die Funktionärinnen, Funktionäre und alle weiteren Personen, die in verschiedenen Ämtern oder Funktionen innerhalb der Organisation tätig sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, trafen sich zur jährlichen Hauptversammlung."
1419,Die ProtagonistInnen des Films kämpften gegen das Böse.,"Die Protagonistinnen, Protagonisten und alle weiteren Personen, die in diesem Film die Hauptrollen spielen und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, kämpften gegen das Böse. Dies umfasst sowohl diejenigen, die sich traditionell als Frauen oder Männer identifizieren, als auch jene, deren Geschlechtsidentität außerhalb dieser Kategorien liegt, wie nicht-binäre, genderqueere oder andere diverse Identitäten. Ihr gemeinsames Streben vereint sie im Kampf gegen das Böse, unabhängig von ihrer individuellen Geschlechtsidentität."
367,Dier Chefärzt*in garantiert den Patient*innen eine erstklassige medizinische Versorgung,"Die Person, die die Position der Chefärztin oder des Chefarztes innehat und sich möglicherweise auch mit einer anderen Geschlechtsidentität identifiziert, garantiert allen Patientinnen, Patienten und weiteren Personen, die medizinische Versorgung benötigen, eine erstklassige medizinische Betreuung, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität."
535,Laut Expert*innenschätzung wird die Nachfrage steigen.,"Laut der Einschätzung von Expertinnen, Experten und allen weiteren Fachpersonen, die in diesem Bereich tätig sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, wird die Nachfrage voraussichtlich steigen."
1577,Dier Sprecher*in kündigte die Neuigkeiten im Radio an.,"Die Person, die als Sprecherin oder Sprecher tätig ist und die Neuigkeiten im Radio bekannt gegeben hat, kann sich sowohl als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Diese Person hat die Aufgabe übernommen, wichtige Informationen zu kommunizieren und dabei alle Hörerinnen, Hörer sowie diejenigen, die sich außerhalb der traditionellen Geschlechtskategorien identifizieren, zu erreichen."
159,"Eine starke ArbeitgeberInmarke hilft, talentierte MitarbeiterInnen zu gewinnen.","Eine starke Arbeitgebermarke trägt dazu bei, talentierte Personen zu gewinnen, die in unterschiedlichen Rollen innerhalb eines Unternehmens tätig sind. Dazu zählen unter anderem Mitarbeitende, die sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren. Durch das Schaffen eines inklusiven Arbeitsumfeldes, das Vielfalt wertschätzt und unterschiedliche Perspektiven einbezieht, wird die Fähigkeit, qualifizierte Fachkräfte anzuziehen und zu halten, erheblich gesteigert."
6,Dieser Brief hat als Absender:in Katharinal Patil,"'Dieser Brief hat als Absenderin, Absender und als Person, die sich möglicherweise außerhalb der traditionellen Geschlechtskategorien identifiziert, Katharina Patil, eine Person, die in einer professionellen oder persönlichen Rolle mit dem Schreiben und Versenden von Briefen beschäftigt ist.'"
1511,"Dier RedakteurIn überarbeitete den Artikel, um ihn für die nächste Ausgabe der Zeitschrift vorzubereiten.","Die Person, die die redaktionellen Aufgaben für den Artikel übernommen hat, überarbeitete den Text, um ihn für die nächste Ausgabe der Zeitschrift, die ein breites Publikum anspricht und Menschen unterschiedlicher Geschlechtsidentitäten gerecht werden möchte, vorzubereiten. Diese redaktionell tätige Person könnte sich als Mann, Frau oder jemand mit einer anderen Geschlechtsidentität verstehen, und trägt dazu bei, dass der Artikel ansprechend und relevant für alle Leserinnen, Leser und Interessierten ist."
616,Die Freund/innen trafen sich jeden Freitagabend.,"Die Personen, die sich freundschaftlich miteinander verbunden fühlen, unabhängig davon, ob sie sich als Männer, Frauen oder mit einer anderen Geschlechtsidentität identifizieren, trafen sich jeden Freitagabend, um ihre Zeit miteinander zu verbringen und ihre Beziehungen zu pflegen."
1326,Wir sind seit langem PartnerInnen.,"Wir verstehen uns seit langem als Partner*innen, wobei wir alle Menschen einbeziehen, die in dieser Beziehung stehen, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Füreinander steht das respektvolle Bewusstsein für die verschiedenen Identitäten und Erfahrungen aller Beteiligten im Vordergrund."
309,Dier Bezieher:in von Sozialleistungen muss regelmäßig deren Einkommenssituation nachweisen.,"Die Person, die Sozialleistungen bezieht, muss regelmäßig ihren Einkommensnachweis erbringen. Dies gilt unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Dabei ist es wichtig, die individuelle Lebenssituation und die Vielfalt der Identitäten zu berücksichtigen, um sicherzustellen, dass alle Menschen, die auf finanzielle Unterstützung angewiesen sind, gleich behandelt werden und ihre Verpflichtungen wahrnehmen können."
710,Die Person auf einem Gymnasium bereitete sich auf das Abitur vor.,"Die Person, die an einem Gymnasium ist und sich auf die bevorstehenden Prüfungen zum Abitur vorbereitet, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, zeigt ein hohes Engagement und eine starke Motivation, um diese wichtige akademische Herausforderung zu meistern."
552,"Die Fans jubelten laut, als ihr Team den Sieg erzielte.","'Die Personen, die als Fans des Teams gemeinsam jubelten, unabhängig davon, wie sie sich geschlechtlich identifizieren – sei es als Frau, Mann oder eine andere Geschlechtsidentität – klatschten laut und feierten den Sieg ihrer Mannschaft.'"
1735,Die Strichfigur auf der Tafel illustrierte die grundlegenden Bewegungsabläufe in der Gymnastikstunde.,"Die Strichfigur, die auf der Tafel abgebildet ist, dient als grafische Darstellung und illustriert die grundlegenden Bewegungsabläufe in der Gymnastikstunde. Diese Abbildung wird von den Personen, die an der Gymnastikstunde teilnehmen, unabhängig von ihrer Geschlechtsidentität - sei es männlich, weiblich oder eine andere Identität, die möglicherweise nicht in die traditionellen Kategorien fällt - betrachtet und verwendet, um ihre eigenen Bewegungsabläufe und Übungen zu verstehen und zu verbessern."
595,Dier Filmemacher:in drehte einen neuen Dokumentarfilm.,"Die Person, die als Filmemacher:in tätig ist und in der Lage ist, dokumentarische Filme zu erstellen, hat einen neuen Dokumentarfilm gedreht. Dies schließt alle Geschlechtsidentitäten ein, unabhängig davon, ob die Person sich als Frau, Mann, nicht-binär, genderqueer oder auf andere Weise identifiziert."
97,"Letzte Woche war ich Aussteller*in bei dem Demo Tag, ich war sehr nervös. ","„Letzte Woche hatte ich die Rolle einer Ausstellerin, eines Ausstellers oder einer Person, die sich in einer anderen Geschlechtsidentität versteht und an dem Demo-Tag teilgenommen hat. Ich möchte betonen, dass ich meine Nervosität in dieser Position intensiv gespürt habe, unabhängig von meiner Geschlechtsidentität, da es für viele von uns eine herausfordernde Erfahrung ist, sich in einem öffentlichen Rahmen zu präsentieren.“"
1477,Dier Referent/in stellte die Ergebnisse der Studie vor.,"Die Person, die als Referent oder Referentin fungiert und die Ergebnisse der Studie präsentiert, kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren. Diese Person hat die Aufgabe, die Resultate zu erläutern und dabei Informationen für alle Anwesenden aufzubereiten, sodass sowohl die Vielfalt der Geschlechtsidentitäten als auch unterschiedliche Perspektiven zu den Ergebnissen einbezogen werden."
