inclusive_form,gendered,predicted
"Die Person, die sich mit dem Namen Dey identifiziert und heute Abend ins Kino gehen möchte, plant, die Filmaufführung zu besuchen, unabhängig davon, welche Geschlechtsidentität Dey hat oder mit welcher Geschlechtsform Dey sich identifiziert.",Dey geht heute Abend ins Kino.,"Die Person, die sich mit dem Namen Dey identifiziert und heute Abend ins Kino gehen möchte, plant, die Filmaufführung zu besuchen, unabhängig davon, welche Geschlechtsidentität Dey hat oder mit welchem Geschlechtsidentität Dey sich identifiziert. Diese Person kann sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert."
"Die Person, die als Peiniger oder Peinigerin identifiziert wird und die möglicherweise auch andere Geschlechtsidentitäten repräsentiert, wurde nach einer langen und umfassenden Vernehmung von den zuständigen Behörden festgenommen und wird nun vor Gericht gestellt, unabhängig davon, wie diese Person sich selbst in Bezug auf Geschlecht und Geschlechtsidentität empfindet.",Dier Peiniger_in wurde nach einer langen Vernehmung festgenommen und vor Gericht gestellt.,"Die Person, die als Peiniger oder Peinigerin identifiziert wird und die möglicherweise andere Geschlechtsidentitäten repräsentiert, wurde nach einer langen und umfassenden Vernehmung von den zuständigen Behörden festgenommen, wird nun vor Gericht gestellt, unabhängig davon, wie diese Person sich selbst in Bezug auf Geschlecht und Geschlechtsidentität ob sie sich selbst in Bezug auf Geschlecht und Geschlechtsidentität identifiziert. Diese Person, die als Peiniger oder Peinigerin identifiziert wird und wird nun vor Gerichtgestellt, unabhängig davon, wie diese Person sich selbst in Bezug auf Geschlecht und Geschlechtsidentität identifiziert."
"Die Person, die in einem Leibeigensystem lebt und in diesem Kontext einen Großteil ihrer, seiner oder einer nicht-binären Ernte abgeben musste, musste einen signifikanten Anteil der produzierten Agrarprodukte an die jeweiligen Herren oder Eigentümer abtreten, unabhängig von ihrer Geschlechtsidentität oder sozialen Stellung.",Dier Leibeigene musste einen Großteil ihrer Ernte abgeben.,"Die Person, die in einem Leibeigensystem lebt und in diesem Kontext einen Großteil ihrer, ihre oder einer nicht-binären Ernte abgeben musste, musste einen signifikanten Anteil der produzierten Agrarprodukte an die jeweiligen Personen oder Eigentümer abtreten, unabhängig von ihrer Geschlechtsidentität oder sozialen Stellung. Diese Person, die in diesem Kontext lebt und lebt in diesem Kontext ein Großteil ihrer, ihre oder einer nicht-binären Ernte abgeben musste, musste einen signifikanten Anteil der produzierten Agrarprodukte an die jeweiligen Personen oder Eigentümer abtreten, unabhängig von ihrer Geschlechtsidentität oder sozialen Stellung."
"'Die Person, die als Stadtoberhaupt fungiert und somit die Verantwortung für die Leitung und repräsentative Aufgaben der Stadt übernimmt, hat die neue Stadthalle feierlich eröffnet. Diese Person kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und spielt eine entscheidende Rolle in der kommunalen Verwaltung und im gesellschaftlichen Leben der Stadt.'",Das Stadtoberhaupt eröffnete die neue Stadthalle.,"'Die Person, die als Stadtoberhaupt fungiert und somit die Verantwortung für die Leitung und repräsentative Aufgaben der Stadt übernimmt, hat die neue Stadthalle feierlich eröffnet. Diese Person kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und spielt eine entscheidende Rolle in der kommunalen Verwaltung und im gesellschaftlichen Leben der Stadt. Diese Person kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und spielt eine entscheidende Rolle in der kommunalen Verwaltung und im gesellschaftlichen Leben der Stadt.'"
"Als jüdische Person, unabhängig von der spezifischen Geschlechtsidentität, mit der sie sich identifiziert, fühlt sie sich bestimmten jüdischen Traditionen eng verbunden. Dies schließt Menschen ein, die sich als jüdisch identifizieren, egal ob sie sich als Frau, Mann oder in einer anderen Geschlechtsidentität verorten.",Als Jüd*in fühlt dey sich bestimmten jüdischen Traditionen verbunden.,"Als jüdische Person, unabhängig von der spezifischen Geschlechtsidentität, mit ihrem identifiziert, fühlt sie sich bestimmten jüdischen Traditionen eng verbunden. Diese schließt Menschen ein, die sich als Frau, Mann oder in einer anderen Geschlechtsidentität verorten. Diese schließt Menschen ein, die sich als Frau, Mann oder in einer anderen Geschlechtsidentität verorten."
"Die Person, die für die Wartung und Instandhaltung der Geräte verantwortlich ist, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, sorgte dafür, dass alle Maschinen einwandfrei funktionierten.","Dier Gerätewärt:in sorgte dafür, dass alle Maschinen einwandfrei funktionierten.","Die Person, die für die Wartung und Instandhaltung der Geräte verantwortlich ist, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, sorgte dafür, dass alle Maschinen einwandfrei funktionierten. Diese Person, die für die Wartung und Instandhaltung der Geräte verantwortlich ist, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, sorgte dafür, dass alle Maschinen einwandfrei funktionierten."
"'Es ist kaum zu fassen, und viele Menschen könnten Schwierigkeiten haben, dies zu glauben, unabhängig von ihrer Geschlechtsidentität oder ihrem persönlichen Hintergrund, da unterschiedliche Perspektiven und Erfahrungen zu verschiedenen Auffassungen führen können.'",... Man glaubt es kaum.,"'Es ist kaum zu fassen, and viele Menschen könnten Schwierigkeiten haben, unabhängig von ihrer Geschlechtsidentität oder ihrem persönlichen Hintergrund, da diverse Perspektiven und Erfahrungen zu verschiedenen Auffassungen führen können. 'Es ist kaum zu fassen, und viele Menschen könnten Schwierigkeiten haben, unabhängig von ihrer Geschlechtsidentität oder ihrem persönlichen Hintergrund, da diverse Perspektiven und Erfahrungen zu verschiedenen Auffassungen führen können.'"
"Die Versicherung erkundigte sich nach den Personen, die für den Brandschaden verantwortlich sind, unabhängig davon, ob diese sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Es ist wichtig, alle betroffenen Individuen einzubeziehen, um ein umfassendes Verständnis der Situation zu gewährleisten und sicherzustellen, dass alle Perspektiven und Identitäten angemessen berücksichtigt werden.",Die Versicherung fragte nach den VerursacherInnen des Brandschadens.,"Die Versicherung erkundigt sich nach den Personen, die für den Brandschaden verantwortlich sind, unabhängig davon, ob diese sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren, unabhängig davon, ob diese sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Es ist wichtig, alle betroffenen Individuen einzubeziehen, um ein umfassendes Verständnis der Situation zu gewährleisten und sicherzustellen, dass alle Perspektiven und Identitäten angemessen berücksichtigt werden."
"Die Person, die an der Umfrage teilnimmt, wird gebeten, ihre Meinung zu verschiedenen politischen Themen abzugeben, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, und unabhängig davon, wie sie sich selbst in Bezug auf Geschlecht und Geschlechtsidentität versteht.","Dier Umfrageteilnehmer_in wurde gebeten, deren Meinung zu verschiedenen politischen Themen abzugeben.","Die Person, die an der Umfrage teilnimmt, wird gebeten, ihre Meinung zu verschiedenen politischen Themen abzugeben, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, unabhängig davon, wie sie sich selbst in Bezug auf Geschlecht und Geschlechtsidentität versteht. Diese Person versteht sich selbst in Bezug auf Geschlecht und Geschlechtsidentität, ob sie sich selbst in Bezug auf Geschlecht und Geschlechtsidentität versteht."
"Die Verwaltung rief alle Personen in Berlin, unabhängig von ihrer Geschlechtsidentität, dazu auf, sich für die Aufgabe zu melden. Dies schließt Bürgerinnen, Bürger und alle Menschen ein, die sich als Teil der Berliner Gemeinschaft verstehen, egal ob sie sich als Frau, Mann, nicht-binär, genderqueer oder mit einer anderen Geschlechtsidentität identifizieren.","... Die Verwaltung rief alle Berliner Bürger:in dazu auf, sich für die Aufgabe zu melden.","Die Verwaltung rief alle Personen in Berlin, unabhängig von ihrer Geschlechtsidentität, wobei sie sich für die Aufgabe zu melden, ob sie sich als Frau, Mann, nicht-binär, genderqueer oder mit einer anderen Geschlechtsidentität identifizieren. Diese schließt Bürgerinnen, Bürger und alle Menschen ein, die sich als Teil der Berliner Gemeinschaft verstehen, egal ob sie sich als Frau, Mann, nicht-binär, genderqueer oder mit einer anderen Geschlechtsidentität identifizieren."
"Die Anmerkungen der Person, die als Lektor oder Lektorin tätig ist, sowie aller anderen Personen, die in der Rolle eines Lektors oder einer Lektorin arbeiten und sich möglicherweise mit verschiedenen Geschlechtsidentitäten identifizieren, haben die Qualität des Buches erheblich verbessert.",Die Anmerkungen dier Lektor/in verbesserten die Qualität des Buches.,"Die Anmerkungen der Person, die als Lektor oder Lektor tätig tätig ist, sowie aller anderen Personen, die in der Rolle eines Lektors oder einer Lektorin arbeiten und sich möglicherweise mit unterschiedlichen Geschlechtsidentitäten identifizieren, haben die Qualität des Buches erheblich verbessert. Die Anmerkungen der Person, die als Lektor oder Lektor tätig ist, tätig ist, sowie aller anderen Personen, die in der Rolle eines Lektors oder einer Lektor arbeiten und sich möglicherweise mit unterschiedlichen Geschlechtsidentitäten identifizieren, haben die Qualität des Buches erheblich verbessert."
"Die Person, die die Verantwortung für die Koordination der Aufgaben und Schulungen der neuen Freiwilligen übernommen hat, unabhängig davon, ob sie sich als Mann, Frau oder einer anderen Geschlechtsidentität identifiziert, sorgte dafür, dass alle Beteiligten in ihrer jeweiligen Rolle gut unterstützt und umfassend vorbereitet wurden. Diese Verantwortung umfasst nicht nur die Organisation der verschiedenen Aufgaben, sondern auch die Berücksichtigung der unterschiedlichen Bedürfnisse und Hintergründe aller neuen Freiwilligen, um eine inklusive und respektvolle Atmosphäre zu schaffen.",Dier Volontärsbeauftragte koordinierte die Aufgaben und Schulungen der neuen Freiwilligen.,"Die Person, die Verantwortung für die Koordination der Aufgaben und Schulungen der neuen Freiwilligen übernommen hat, unabhängig davon, ob sie sich als Mann, Frau oder einer anderen Geschlechtsidentität identifiziert, sorgte dafür, dass alle Beteiligten in ihrer jeweiligen Rolle gut unterstützt und umfassend vorbereitet wurden. Diese Verantwortung umfasst nicht nur die Organisation der unterschiedlichen Bedürfnisse und Hintergründe aller neuen Freiwilligen, um eine inklusive und respektvolle Atmosphäre zu schaffen. Diese Verantwortung umfasst nicht nur die Organisation der unterschiedlichen Bedürfnisse und Bedürfnisse aller neuen Freiwilligen, um eine inklusive und respektvolle Atmosphäre zu schaffen."
"Die Personen, die die Software nutzen, darunter Nutzerinnen, Nutzer, sowie alle anderen Individuen, die sich in Bezug auf ihre Geschlechtsidentität nicht ausschließlich als männlich oder weiblich identifizieren, waren begeistert von den neuen Funktionen der Software. Sie teilten ihre positiven Erfahrungen in den sozialen Medien, unabhängig davon, ob sie sich als Frau, Mann oder als jemand mit einer anderen Geschlechtsidentität verstehen.","
Die Nutzer/innen waren begeistert von den neuen Funktionen der Software und teilten ihre positiven Erfahrungen /in den sozialen Medien.","Die Personen, die die Software nutzen, darunter Nutzerinnen, Nutzer, all other Individuen, die sich in Bezug auf ihre Geschlechtsidentität nicht ausschließlich als männlich oder weiblich identifizieren, waren begeistert von den neuen Funktionen der Software. Sie teilten ihre positive Erfahrungen in den sozialen Medien, unabhängig davon, ob sie sich als Frau, Mann oder als jemand mit einer anderen Geschlechtsidentität verstehen. Sie teilten ihre positive Erfahrungen in den sozialen Medien, unabhängig davon, ob sie sich als Frau, Mann oder als jemand mit einer anderen Geschlechtsidentität verstehen."
"Die Gebäude, die in der Zeit der Gründung der Städte oder Institutionen errichtet wurden, sind architektonisch beeindruckend. Diese Bauwerke spiegeln die kreativen und technischen Fertigkeiten der Architekten, Architektinnen und aller weiteren Fachkräfte wider, die an der Planung und dem Bau beteiligt waren, unabhängig von deren Geschlechtsidentität oder Geschlechtsausdruck. Es ist wichtig zu würdigen, dass diese Professionen nicht nur durch Männer und Frauen besetzt sind, sondern auch durch Personen, die sich außerhalb der binären Geschlechterkategorien identifizieren und ihren einzigartigen Beitrag zur Architektur leisten.",Die Gebäude aus der Gründer/inzeit sind architektonisch beeindruckend.,"Die Bauwerke, die in der Zeit der Gründung der Städte oder Institutionen errichtet wurden, spiegeln die kreativen und technischen Fertigkeiten der Architekten, Architektinnen und aller weiteren Fachkräfte wider, die an der Planung und dem Bau beteiligt waren, unabhängig von ihren Geschlechtsidentität oder Geschlechtsausdruck. Diese Bauwerke spiegeln die kreativen und technischen Fertigkeiten der Architekten, Architektinnen und aller weiteren Fachkräfte wider, die an der Planung und dem Bau beteiligt waren, unabhängig von ihren Geschlechtsidentität oder Geschlechtsidentität. Es ist wichtig zu würdig, dass diese Professionen nicht nur durch Männer und Frauen besetzt sind, sondern auch durch Personen, die sich außerhalb der binären Geschlechterkategorien identifizieren und ihren einzigartigen Beitrag zur Architektur leisten."
